Rat_ID,Group,Intervention,Recording_Time_Point,Phase,Zeitgeber_Time,Sleep
52,VSL,SPR,PE,DARK,21,480
52,VSL,SPR,PE,DARK,22,2480
52,VSL,SPR,PE,DARK,23,1560
52,VSL,SPR,PE,DARK,24,1710
53,VSL,SPR,PE,LIGHT,1,1140
53,VSL,SPR,PE,LIGHT,2,2480
53,VSL,SPR,PE,LIGHT,3,1870
53,VSL,SPR,PE,LIGHT,4,2590
53,VSL,SPR,PE,LIGHT,5,3390
53,VSL,SPR,PE,LIGHT,6,3450
53,VSL,SPR,PE,LIGHT,7,3410
53,VSL,SPR,PE,LIGHT,8,3530
53,VSL,SPR,PE,LIGHT,9,3510
53,VSL,SPR,PE,LIGHT,10,2760
53,VSL,SPR,PE,LIGHT,11,1960
53,VSL,SPR,PE,LIGHT,12,3370
53,VSL,SPR,PE,DARK,13,3100
53,VSL,SPR,PE,DARK,14,3160
53,VSL,SPR,PE,DARK,15,3140
53,VSL,SPR,PE,DARK,16,2270
53,VSL,SPR,PE,DARK,17,2370
53,VSL,SPR,PE,DARK,18,1790
53,VSL,SPR,PE,DARK,19,1660
53,VSL,SPR,PE,DARK,20,2280
53,VSL,SPR,PE,DARK,21,2340
53,VSL,SPR,PE,DARK,22,1930
53,VSL,SPR,PE,DARK,23,2390
53,VSL,SPR,PE,DARK,24,2130
54,VSL,SPR,PE,LIGHT,1,730
54,VSL,SPR,PE,LIGHT,2,1150
54,VSL,SPR,PE,LIGHT,3,1590
54,VSL,SPR,PE,LIGHT,4,2810
54,VSL,SPR,PE,LIGHT,5,3080
54,VSL,SPR,PE,LIGHT,6,3080
54,VSL,SPR,PE,LIGHT,7,3410
54,VSL,SPR,PE,LIGHT,8,3130
54,VSL,SPR,PE,LIGHT,9,3130
54,VSL,SPR,PE,LIGHT,10,3300
54,VSL,SPR,PE,LIGHT,11,910
54,VSL,SPR,PE,LIGHT,12,3240
54,VSL,SPR,PE,DARK,13,1690
54,VSL,SPR,PE,DARK,14,2450
54,VSL,SPR,PE,DARK,15,1730
54,VSL,SPR,PE,DARK,16,800
54,VSL,SPR,PE,DARK,17,2990
54,VSL,SPR,PE,DARK,18,210
54,VSL,SPR,PE,DARK,19,1560
54,VSL,SPR,PE,DARK,20,1800
54,VSL,SPR,PE,DARK,21,2680
54,VSL,SPR,PE,DARK,22,1870
54,VSL,SPR,PE,DARK,23,100
54,VSL,SPR,PE,DARK,24,2090
55,VSL,SPR,PE,LIGHT,1,3470
55,VSL,SPR,PE,LIGHT,2,2610
55,VSL,SPR,PE,LIGHT,3,1860
55,VSL,SPR,PE,LIGHT,4,3560
55,VSL,SPR,PE,LIGHT,5,3600
55,VSL,SPR,PE,LIGHT,6,1180
55,VSL,SPR,PE,LIGHT,7,1360
55,VSL,SPR,PE,LIGHT,8,1200
55,VSL,SPR,PE,LIGHT,9,2200
55,VSL,SPR,PE,LIGHT,10,2860
55,VSL,SPR,PE,LIGHT,11,450
55,VSL,SPR,PE,LIGHT,12,200
55,VSL,SPR,PE,DARK,13,920
55,VSL,SPR,PE,DARK,14,3000
55,VSL,SPR,PE,DARK,15,280
55,VSL,SPR,PE,DARK,16,1790
55,VSL,SPR,PE,DARK,17,3530
55,VSL,SPR,PE,DARK,18,2400
55,VSL,SPR,PE,DARK,19,80
55,VSL,SPR,PE,DARK,20,2840
55,VSL,SPR,PE,DARK,21,2310
55,VSL,SPR,PE,DARK,22,3560
55,VSL,SPR,PE,DARK,23,3270
55,VSL,SPR,PE,DARK,24,3230
56,VSL,SPR,PE,LIGHT,1,2980
56,VSL,SPR,PE,LIGHT,2,2950
56,VSL,SPR,PE,LIGHT,3,3240
56,VSL,SPR,PE,LIGHT,4,3330
56,VSL,SPR,PE,LIGHT,5,2350
56,VSL,SPR,PE,LIGHT,6,3000
56,VSL,SPR,PE,LIGHT,7,3410
56,VSL,SPR,PE,LIGHT,8,2610
56,VSL,SPR,PE,LIGHT,9,2590
56,VSL,SPR,PE,LIGHT,10,3360
56,VSL,SPR,PE,LIGHT,11,1530
56,VSL,SPR,PE,LIGHT,12,1920
56,VSL,SPR,PE,DARK,13,1700
56,VSL,SPR,PE,DARK,14,1970
56,VSL,SPR,PE,DARK,15,840
56,VSL,SPR,PE,DARK,16,1640
56,VSL,SPR,PE,DARK,17,2680
56,VSL,SPR,PE,DARK,18,1190
56,VSL,SPR,PE,DARK,19,1170
56,VSL,SPR,PE,DARK,20,1660
56,VSL,SPR,PE,DARK,21,2150
56,VSL,SPR,PE,DARK,22,1560
56,VSL,SPR,PE,DARK,23,2380
56,VSL,SPR,PE,DARK,24,980
57,VSL,SPR,PE,LIGHT,1,2820
57,VSL,SPR,PE,LIGHT,2,2750
57,VSL,SPR,PE,LIGHT,3,3430
57,VSL,SPR,PE,LIGHT,4,3480
57,VSL,SPR,PE,LIGHT,5,3250
57,VSL,SPR,PE,LIGHT,6,1010
57,VSL,SPR,PE,LIGHT,7,940
57,VSL,SPR,PE,LIGHT,8,3240
57,VSL,SPR,PE,LIGHT,9,3110
57,VSL,SPR,PE,LIGHT,10,3300
57,VSL,SPR,PE,LIGHT,11,970
57,VSL,SPR,PE,LIGHT,12,1840
57,VSL,SPR,PE,DARK,13,3370
57,VSL,SPR,PE,DARK,14,2600
57,VSL,SPR,PE,DARK,15,2700
57,VSL,SPR,PE,DARK,16,780
57,VSL,SPR,PE,DARK,17,690
57,VSL,SPR,PE,DARK,18,2280
57,VSL,SPR,PE,DARK,19,850
57,VSL,SPR,PE,DARK,20,410
57,VSL,SPR,PE,DARK,21,2170
57,VSL,SPR,PE,DARK,22,1690
57,VSL,SPR,PE,DARK,23,1140
57,VSL,SPR,PE,DARK,24,3360
